Key,Value
449995449,El Monasterio de Mariblas
451044032,La Fortaleza de Rodard
452092610,El Viejo Hogar de Elona
453141194,Baelwich
454189803,Salón Hearthing
455238383,Profeta Bendito de Mara
456286965,Gallobeth
457335545,La Tradición Morgyssa
458384125,Deerborne
459432709,Altar de I'ric
460481306,Hostal La Daga Negra
461529895,Corte de Woodsley
462578475,El Reformatorio de Gondistair
463627068,El Campo de Entierro de Yeomsmith
464675667,Santuario de Jode
465725091,Westmarket
466773678,Catedral de Arkmore
467822261,La Torre de Greensley
468870843,Aldshire
469919424,La Torre de Ashhouse
470968010,Jardín de Kirkwich
472016618,Blacktry
473065199,Corte de Yeomsly
474113780,Jardín de Tamfort
475162360,Salón Moriman
476210950,La Abadía de Asmeusunah
477259566,Hostal El Dragón Sediento
478308992,La Choza de la Vieja Vannyrrya
479357576,Colina de Knightstry
480406160,Corte de Singcester
481454739,Broadpath
482503329,Broadcroft
483551914,Palacio de Yeomford
484600496,La Ciudadela de Woodston
485649078,Holley
486697658,Kirkhope
487746236,Las Tumbas de Moorton
488794815,El Campo de Entierro de Copperwing
489843408,La Alquería Moorhart
490891993,La Alquería Moorcroft
491940574,Mansión Coppersly
492989193,Fontcroft
494037771,Arktry
495086371,Palacio Hawkwing
496135782,La Choza de la Vieja Barbausa
497184364,Oxmoth
498232948,Posada La Marmota de la Suerte
499281534,Mansión Wickwing
500330128,El Cementerio de Yeomston
501378715,El Cementerio de Hearthsly
502427296,Ascensión Temerosa de Mara
503475885,Mansión Copperhouse
504524478,Colina de Ipsleigh
505573073,Palacio Buckington
506621651,Árbol Gentil de Mara
507670230,El Viejo Tugurio de Ashing
508718824,El Mausoleo de Balthezion
509767405,Santuario de Bandi
510815992,Cromcester
511864581,La Guardia de Andyrick
512914001,Grimwick
513962582,La Alquería Wickhart
515011167,Posada El Gato y la Rata
516059757,Salón Hawksly
517108342,Alma Bendita de Mara
518156922,Castillo Inveroghus
519205503,Upgate
520254085,El Viejo Tugurio de Buckingcroft
521302671,Mansión Ashhouse
522351262,El Viejo Tugurio de Ashwing
523399843,Redentor Cantarín de Mara
524448433,El Hogar de la Vieja Belladyn
525497047,Aldingidge
526545625,Refugio El Genio Risueño
527594206,Holcart
528643667,El Cementerio de Gaerham
529692249,Salón Darkenaus
530740837,El Monasterio de Demorgon
531789425,Corte de Kinghouse
532838014,Wildermore
533886600,Aldingtown
534935181,Taberna La Guardia Gritona
535983772,Refugio El Zorro y el Goblin
537032352,Las Criptas de Greenhouse
538080932,Salón Vladulon
539129515,La Plantación Hearthham
540178116,Mansión Ashcroft
541227567,Mansión Coppersmith
542276149,La Alquería Kingston
543324746,Blackshire
544373332,El Nido de Gromlath
545421910,La Alquería Gaerham
546470493,Mansión Gaersmith
547519073,Palacio Masterston
548567652,La Torre de Woodsly
549616234,Newwell
550664828,Las Minas de Rodynak
551713407,La Comunidad de Belladona
552762024,Redentor Eterno de Mara
553810613,El Foso de Maelebex
554860041,Las Bóvedas de Hawkfield
555908620,Mansión Hearthston
556957205,Corte de Hawksmith
558005786,Granja Masterham
559054380,La Caverna de Demitherena
560102966,Redentor Interior de Mara
561151573,Presagio Sagrado de Mara
562200177,La Alquería Copperton
563248777,Árbol Infinito de Mara
564297355,Ruinas del Huerto de Buckinghart
565345938,Midwych
566395375,Burgworth
567443968,Cromtown
568492567,Granja de la Vieja Barbausa
569541164,Refugio El Bárbaro de la Suerte
570589742,El Cementerio de Masterwing
571638320,La Alquería Hawkwing
572686907,Refugio El Ratón y la Marmota
573735499,Oxtry
574784077,La Vieja Choza de Coppercroft
575832657,La Plantación Kinghart
576881236,La Casa de Darkivaryth
577929839,El Tugurio de la Vieja Barbara
578979284,Mansión Yeomston
580027868,Fontdale
581076446,La Alquería Hearthford
582125025,La Alquería Kingham
583173612,Waring
584222193,Brezal de Uplech
585270773,Holpath
586319364,Posada El León y el Hada
587367945,La Ciudadela de Kingsly
588416523,Pub El Genio del Rey
589465101,Holcroft
590513692,Granja de la Vieja Barbabyth
591562282,Granja Ashcroft
592610909,Crossbrone
593660350,El Cementerio de Wickhart
594708928,Singpath
595757515,Ruinas del Palacio Wicking
596806116,La Alquería Masterston
597854695,Pentown
598903273,Anragon
599951854,Taberna El Murciélago y el Gato
601000450,El Tugurio de la Vieja Elyzanna
602049037,Altar Sagrado de Mara
603097623,El Cementerio de Kingford
604146217,Aldbrone
605194799,El Cementerio de Woodhouse
606243381,Bosque de Crosswych
607291960,La Alquería Yeomton
608341445,La Alquería Coppering
609390036,Gothmoth
610438620,La Alquería Buckinghart
611487199,La Tumba de Magnovyth
612535777,Posada La Espada Sucia
613584366,Hondonada de Charley
614632946,La Alquería Masterfield
615681530,La Vieja Choza de Mastersley
616730113,Salón Moorcroft
617778691,La Alquería Moorhouse
618827299,La Torre de Woodston
619875882,Hostal El Cazador Rojo
620924460,Lamtown
621973038,Vantry
623022477,Midwell
624071058,Redentor Plañidero de Mara
625119638,Ipscart
626168218,Posada El Hada de Plata
627216798,Salón Ipsshire
628265376,El Nido de Yedon
629313957,Anticlere
630362536,La Ermita de Geroginx
631411160,Palacio Yeomhart
632459757,El Laboratorio de Agryval
633508337,La Casa de Darkanor
634557845,La Alquería Masterhouse
635606424,La Choza de la Vieja Vannona
636655008,Reyhope
637703591,Pub El Perro Risueño
638752169,Granja Masterfield
639800749,El Aquelarre de Barborya
640849330,Palacio Greenford
641897909,La Alquería Greenham
642946488,La Alquería Gaering
643995079,Campo de Gallogate
645043659,Castillo Gaersly
646092242,El Campo de Entierro de Hearthsly
647140829,Granja de la Vieja Elyn
648189416,Granja Hearthing
649237994,Salón Hearthfield
650286576,Baeldale
651336029,Corte de Copperston
652384614,Mansión Copperhart
653433219,Las Criptas de Wicksley
654481830,Tamcester
655530428,Ruinas de la Alquería Gaerton
656579009,Salón Woodhart
657627615,Tamford
658677068,Palacio Woodwing
659725681,Mansión Yeomton
660774261,Mansión Yeomsmith
661822857,Wartry
662871435,Salón Hearthhouse
663920019,Torre Greenston
664968597,Renacimiento Sagrado de Mara
666017176,Charenlech
667065766,La Alquería Hawkston
668114373,El Gallinero de Trogghu
669162954,Torre Woodton
670212410,Corte de Buckington
671260989,Mansión Mastering
672309583,Catedral de Broadwich
673358161,Granja Masterwing
674406741,Granja Ashsley
675455340,Chesterley
676503929,El Baluarte de Kington
677552524,Mansión Coppersley
678601127,El Viejo Hogar de Kingwing
679650610,Salón Wickfield
680699223,La Excavación de Andore
681747813,La Alquería Hawkton
682796399,El Campo de Entierro de Yeomcroft
683844978,Knightsway
684893558,Crossmore
685943042,La Vieja Choza de Moorton
686991620,La Alquería Kingsmith
688040199,Granja de la Vieja Elyzyssa
689088784,El Túmulo de Nebuchulan
690138355,Luz Sangrante de Mara
691186985,Crossleigh
692235574,Peña de Burgworth
693284166,La Alquería Buckingwing
694333647,Mansión Masterhart
695382232,Campo de Newlech
696430822,Las Criptas de Greensmith
697479458,Culto de Vannorya
698528040,Granja de la Vieja Lysorya
699577530,Granja Kingham
700626122,Baelwold
701674748,La Alquería Hawksley
702723336,La Alquería Buckinghouse
703772842,Singhead
704821474,Corte de Gaerwing
705870055,Eastwell
706918634,Chesterton
707968154,Aldea de Lamton
709016788,Ídolo Sangrante de Mara
710065368,Comunas de Cromworth
711114870,El Cementerio de Moorhouse
712163449,Reyville
713212031,El Viejo Hogar de Vyctara
714260659,Oxfort
715309237,La Alquería Hearthhart
716357818,La Fortaleza de Gondore
717406405,Granja Yeomford
718455897,El Aviario de Moritor
719504475,La Plantación Woodham
720553061,La Alquería Yeomsley
721601707,Granja de la Vieja Elayne
722651205,Tamtower
723699843,Lambury
724748432,Charenvale
725797941,La Alquería Hearthsly
726846569,Peña de Aldwall
727896087,Riptown
728944671,Granja Ashham
729993301,Mansión Gaersley
731042813,La Alquería Hearthwing
732091397,La Tumba del Barón Corranius
733140024,La Alquería Wicksmith
734189598,Granja Greenhart
735238179,Salón Gaercroft
736287758,Brezal de Cathwold
737337268,Hostal El Pícaro y la Marmota
738386847,Ruinas de la Mansión Moorhart
739436421,La Fortaleza de Ashhouse
740487017,Mansión Yeomhart
741536590,Ipspath
742585174,El Cementerio de Moorwing
743635737,Hondonada de Vanwood
744684318,El Cementerio de Buckingwing
745732897,Las Tumbas de Ashham
746781479,Ascensión Silenciosa de Mara
747830057,Las Criptas de Hawkhouse
748880618,Wildertale
749929206,Peña de Wilderbury
750978773,Salón Cathmore
752028351,Las Tumbas de Greenford
753077924,La Plantación Mastersmith
277751,La Prisión de Grictke
1327340,Salón Blarcan
2376796,Pub El Bárbaro Carmesí
3425425,La Fortaleza de Faurp
4474053,Alma Infinita de Julianos
5522634,Kalunnunu
6571222,Baghascuwan
7620682,Granja Baurdum
8669355,Salón Stuld
9717935,Berbascunia
10766518,El Cementerio de Klircum
11815980,Refugio El Sacerdote de Plata
12864558,Appallarea
13913144,El Monasterio de Baalibleusulla
14961722,Syrotubu
16010303,La Alquería Kurgrn
17058915,Syrallao
18107494,Pythohajer
19156072,La Fortaleza de Gort
20204685,Morilliton
21253280,Salón Shurpen
22301861,Refugio El Abismo del Diablo
23350442,La Fortaleza de Gav'kern
24399897,Granja Gollur
25448536,Ascensión Ardiente de Julianos
26497124,Relicario de Sai
27545704,La Vieja Choza de Rausten
28594283,El Aviario de Yearock
29642862,Árbol Bendito de Julianos
30691441,Ascensión Sagrada de Julianos
31740019,Amanecer Perpetuo de Julianos
32788601,Damocco-Gora
33837180,Issaqelikat
34885762,Las Tumbas de Cujem
35935229,El Viejo Hogar de Mirtta
36983817,Castillo Rlerhtim
38032399,Makoada
39080999,Mansión Torch
40129580,Makonilah
41178163,Profeta Temeroso de Julianos
42226743,Ruinas de la Alquería Faarchon
43275323,Huerto de Krill'kern
44323913,Mártir Cantarín de Julianos
45372509,Mansión Bairchte
46421096,Oráculo Interior de Julianos
47469678,El Sepulcro de Stadezeon
48518257,Tulaaha-Hassi
49567726,Pilaja
50616333,Pilliweyn
51664935,Mansión Rost
52713516,Hogu-Thar
53762101,Gysoccoan
54810685,Amanecer Infinito de Julianos
55859264,Mogadbia
56907843,Mogoniga
57956423,El Cementerio de Krortum
59005004,Monumento al Sabio
60053587,Salón Glevam
61103069,Luz Sagrada de Julianos
62151652,Las Tumbas de Tlorpten
63200230,Mji-Kom
64248818,La Prisión de Glurkum
65297413,Wadijinus
66345993,Castillo Lelpan
67394571,Hostal El Puercoespín Blanco
68443197,El Viejo Tugurio de Dhechun
69491783,El Cementerio de Thulpon
70541240,El Baluarte de Mhojta
71589819,Papuhdai
72638418,Papiladisu
73687017,La Vieja Choza de Cejca
74735610,La Plantación Glermum
75784190,Javehria
76832773,Las Bóvedas de Fherk
77881351,Isfoguara
78929933,Posada El Dragón de la Suerte
79978515,Agajnu
81027093,La Vieja Choza de Baermir
82075674,Agewan
83124263,Elajtor
84172841,La Alquería Shrarcten
85222311,Bubua
86270898,Huerto de Maj
87319479,Zenastaza
88368062,Rhogorea
89416697,Relicario de Raen
90466185,Taberna El Grifo Risueño
91514771,Palacio Mhushar
92563413,Salón Tujrn
93612005,El Cementerio de Ghozam
94660583,Hostal La Marmota Negra
95709162,Estrella Cantarina de Julianos
96757743,El Viejo Tugurio de Vlorc-e
97806329,Khajettujer
98855806,Jale-Gora
99904389,Refugio El Topo y el Ciervo
100952967,Jalyrykat
102001554,Osareg
103050133,Lenada
104098736,Palacio Glugim
105147314,Hostal La Pluma y la Espada
106195896,Refugio El Zorro y el Bárbaro
107244482,Sedastalah
108293065,Lainlyn
109341643,El Correccional de Barkten
110390246,La Torre de Ghastam
111439710,Torre Surtin
112488288,Mansión B'octom
113536885,Granja Shrogem
114585477,Sedena-Hassi
115634060,La Alquería Groght'kern
116682641,El Viejo Hogar de Chishga
117731219,Salón Klirkte
118779797,Teatro Kieran
119828406,Ruinas de la Torre de Caurd
120876994,Taberna La Daga Verde
121925573,Mesettudax
122974162,Pub El Hada Inquieta
124023629,Hostal El León y el Goblin
125072219,Mansión Toghten
126120804,Refugio El Yelmo de Oro
127169409,Baghiri-Thar
128217987,Hostal La Daga Gritona
129266588,Rhanandasa
130315173,La Telaraña de Skuldon
131363762,La Alquería Baightim
132412341,Rhanyrybia
133461829,Tasuthu-Kom
134510423,Castillo Vlorgten
135559022,Taberna El Topo y el Cervatillo
136607610,Syrius
137656193,Refugio Djen
138704786,Altar de I'ric
139753364,Pythakanis
140801944,Posada El Grifo Negro
141851417,El Campo de Entierro de Boldt
142900002,La Alquería Mharpte
143948609,El Aviario de Vojagon
144997194,Salón Caerht
146045776,El Viejo Tugurio de Therden
147094361,Pythedai
148142942,Damaaqdisu
149191524,El Viejo Hogar de Sarpi
150240107,Mansión Lhathke
151288685,Huerto de Flerhtum
152337266,Torre Boorc
153385844,Dameria
154434436,Naruara
155483918,La Plantación Vell
156532524,Las Tumbas de Cyercon
157581110,El Túmulo de Nebuchehaus
158629706,Taberna El Sapo y el Dragón
159678312,Makopator
160727784,La Plantación Sluchrn
161776370,Refugio El Cervatillo Danzarín
162824984,Refugio El Pícaro y el Foso
163873568,Tulaunnua
164922165,Posada El Castor y la Jarra
165970748,Hostal El Yelmo Gritón
167019326,Pheoniza
168067908,Pheonunnurea
169116489,Hebu
170165070,Árbol Interior de Julianos
171213651,Salón Boallt
172263133,Mansión Boosan
173311714,Refugio La Marmota Muerta
174360292,Palacio Mhustam
175408873,Mansión Gull
176457457,Relicario de Sai
177506037,Umbazar
178554621,Pub La Jarra Danzarina
179603211,Profeta Infinito de Julianos
180651791,Posada El Lobo Inquieto
181700369,Granja Lullten
182748950,La Cabaña Flulpte
183797531,Umballa-Gora
184846113,Salón Shrasin
185894712,La Plantación M'ojan
186943298,La Alquería Tlost
187992810,La Fortaleza de Tlurdun
189041415,El Viejo Hogar de Fhushke
190089996,Salón B'ifylum
191138577,Mansión Tist
192187171,El Campo de Entierro de Blaghtar
193235751,Ramohada
194285220,El Baluarte de D'eld
195333799,Granja de la Vieja Khorchga
196382377,El Monasterio de Jubul
197430957,Javeli-Hassi
198479540,La Alquería Faest
199528138,Salón Cirnon
200576720,Javascudax
201625309,Refugio El Gato Gritón
202673891,Atroasia
203722470,Santuario de Jode
204771071,La Ciudadela de Caermum
205819656,Agissija
206869143,Pub El Cerdo y la Jarra
207917758,Castillo Boafylom
208966355,Renacimiento Sagrado de Julianos
210014934,Posada El Yelmo Danzarín
211063523,El Viejo Tugurio de Saeghtar
212112110,La Torre de Maothon
213160696,Zagohala
214209275,Reliquia Cantarina de Julianos
215258744,Kaloninis
216307322,Hostal El Topo y el Sacerdote
217355914,Ascensión Silenciosa de Julianos
218404507,Boadai
219453090,Granja de la Vieja Nuthti
220501683,Palacio Grart
221550261,Bonidisu
222598840,Torre Kazten
223647442,Berbaharia
224696024,El Templo de Sahiblonah
225744603,Jaljiara
226793181,El Campo de Entierro de Stuz
227842662,Sedogunia
228891261,Hostal El Sapo y el Cazador
229939852,La Ciudadela de Norhtur
230988451,El Santuario de Demulena
232037036,El Nido de Grumrugoth
233085630,Salón Vlarnum
234134217,La Vieja Choza de Rlargim
235183686,Issaquplex
236232267,Rhaninjer
237280851,El Correccional de Khellun
238329437,Mártir Silencioso de Julianos
239378030,Akhoton
240426610,El Correccional de T'aght
241475208,Mansión Florkte
242523791,La Fortaleza de Rairch
243572394,Akhuhzar
244620973,Taso-Ij
245670455,Gysaj-Hassi
246719050,Mogadax
247767636,La Torre de C'erk'kern
248816223,El Viejo Hogar de Move
249864810,Mansión Fhorg'kern
250913395,Santuario de Ephen
251961973,Santuario de Mai
253010576,La Cantera de Raafyl
254059159,Vidente Eterno de Julianos
255108637,El Viejo Tugurio de F'irgan
256157219,Setasta-Thar
257205808,La Casona de Maronah
258254392,Posada El Ciervo Oxidado
259302977,Tsetisa
260351562,Tsetettubia
261400152,Refugio El Gigante Desafortunado
262448757,Pheonega
263497338,Árbol Sangrante de Julianos
264545921,La Catedral de Homunuleus
265595426,Hostal El Gigante Aullador
266644005,El Cementerio de Raallam
267692601,Antelenadai
268741179,Eluthubi
269789757,Mansión Raecher
270838340,Refugio de Phen
271886920,Corte de Dhij
272935503,La Alquería Birm
273984082,Umbenaria
275032660,Granja Blelpin
276082156,Vidente Plañidero de Julianos
277130734,La Excavación de Lheghtt
278179314,Salón Fegun
279227896,La Fortaleza de Larg
280276476,La Alquería Stach
281325056,Alma Cantarina de Julianos
282373639,Taberna El Goblin Gritón
283422233,Salón Nermrn
284470813,Hostal El Abismo del Rey
285519412,Luz Sagrada de Julianos
286568007,Taberna El Bárbaro de Plata
287616593,Khajaaqnia
288666072,Jalobu
289714654,Mansión Vluj
290763254,Cuduthuplex
291811835,Las Tumbas de Nagten
292860429,Pub La Espada Oxidada
293909011,Amanecer Silencioso de Julianos
294957607,La Plantación Gushta
296006195,Las Bóvedas de Blijte
297055678,La Alquería V'ugar
298104271,Refugio de Strenner
299152850,Refugio El Zorro y el Pillo
300201435,La Cábala Nhild-e
301250017,Mansión B'ofylam
302298598,Baghurana
303347178,La Plantación Caugt
304395757,La Alquería Thuzom
305444335,Las Tumbas de T'irnke
306492915,Taberna El Sacerdote Blanco
307541496,Castillo Vlishan
308590077,Rhanopa-Hassi
309638661,Las Criptas de Krort
310687249,La Plantación B'uthar
311735841,Berbodax
312785320,Sekrabith
313833901,Pythiisa
314882484,Santuario de Jode
315931111,Mansión Mhorc
316979689,Castillo Grork
318028274,Salón Nhictam
319076862,Hostal El Gato Muerto
320125440,Huerto de Dith
321174935,Makohala
322223525,La Prisión de Tlillem
323272108,Akhera-Korom
324320687,Granja del Viejo V'ildsa
325369280,Alma Juvilosa de Julianos
326417863,El Baluarte de Ceghtan
327466460,La Alquería Fhetham
328515041,Salón B'er
329563619,Tulaelius
330612203,El Viejo Hogar de Caildta
331661690,Hoaria
332710268,Salón Veld
333758850,Gysotuara
334807439,El Túmulo de Darkivan
335856017,Granja de la Vieja Slathja
336904627,Redentor Plañidero de Julianos
337953208,Salón Faerdan
339001792,Santuario de Bandi
340050381,La Torre de Saov
341098966,Mogahanu
342147546,Mogohadata
343197041,Wadijoccoa
344245636,La Cabaña Maartem
345294229,La Ermita de Jubiamulullah
346342818,Refugio El Rata y el Lobo
347391402,La Fortaleza de Nirkem
348439985,Wadijeliza
349488571,Corte de Klard
350537152,La Alquería Rlartrn
351586657,Mansión Surdom
352635237,Mansión Lhustir
353683815,Refugio El Pícaro y el Erizo
354732399,Refugio Djen
355780998,Papadbu
356829576,Profeta Sagrado de Julianos
357879099,Altar Sagrado de Julianos
358927682,Granja de la Vieja Fhurchtha
359976318,Castillo Vifylt
361024904,Salón Glafyl
362073483,La Alquería C'ostke
363122068,Agjiton
364171549,Relicario de Raen
365220144,La Choza del Viejo Baozta
366268772,Mansión Faufyl
367317358,Alma Eterna de Julianos
368366863,Castillo Mauv
369415444,Árbol Perpetuo de Julianos
370464022,La Cabaña de Caiz
371512602,Amanecer Eterno de Julianos
372561231,El Nido de Skoghu
373609820,Las Criptas de Blarnke
374658398,Jalehbia
375707892,Lajla
376756544,El Aviario de Morrarugoth
377806112,Cerabi
378854690,El Viejo Hogar de Boashki
379903270,Santuario de Jone
380951850,Refugio El Foso Aullador
382000428,Salón T'egir
383049923,Taberna El Murciélago y el Lobo
384099566,Syremia
385148149,Salón Balthimar
182888,Crosswich
1231466,Páramo de Crossdale
2281035,Cromway
3330580,Westton
4379163,Santuario de Ephen
5427741,Páramo de Warwood
6476336,Upwell
7524917,Árbol Cantor de Akatosh
8573502,La Alquería Masterfield
9622090,El Campo de Entierro de Moorham
10670668,Páramo de Grimdale
11720192,Wilderhope
12768775,Mansión Woodsmith
13817358,Salón Yeomston
14865938,Las Bóvedas de Copperfield
15914523,El Viejo Tugurio de Ashsley
16963104,El Viejo Tugurio de Ashham
18011682,Ruinas de la Mansión Kinghart
19060265,La Alquería Wickston
20108854,La Fortaleza de Woodwing
21157433,Huerto de Hawkcroft
22206947,La Cabaña de Masterfield
23255525,La Prisión de Dunistyr
24304127,El Nido de Skulrathrac
25352705,Aldea de Galloing
26401285,El Aquelarre de Elyrrya
27449870,Catedral de Grimleigh
28498458,Charenwich
29547992,Burgcart
30596587,Granja Ashing
31645167,Arkmarket
32693745,La Fortaleza de Wickford
33742343,Santuario de Jone
34790921,Profeta Cantor de Akatosh
35840437,El Cementerio de Yeomton
36889015,Jardín de Fontwood
37937628,El Viejo Hogar de Kingsmith
38986206,Horbridge
40034793,El Cementerio de Gaersmith
41083371,Mansión Hawkford
42131956,Granja Woodham
43181490,Deercester
44230072,Ripford
45278664,Corte de Chesterwark
46328191,La Fortaleza de Hearthsmith
47376774,Brezal de Broadbrugh
48425355,Mansión Woodfield
49473944,La Choza de la Vieja Gwynona
50522525,Ídolo Cantor de Akatosh
51571115,Tricerbith
52619694,Midwark
53668274,Teatro Kieran
54716864,Yunque de Ebonarm
55766395,Broadhope
56814978,Páramo de Pentower
57863568,La Alquería Ashston
58912152,La Guardia de Gaerwing
59960734,El Viejo Tugurio de Vannolda
61009318,La Excavación de Dunore
62057898,Fontmore
63106479,Taberna El Dragón de Oro
64155991,Mansión Yeomcroft
65204590,El Aquelarre de Lysausa
66253179,Huerto de Ashwing
67301770,Torre Masterwing
68350348,Whiteway
69399877,Granja Gaerston
70448465,Corte de Vanlech
71497043,El Viejo Hogar de Vannona
72545625,El Cementerio de Buckingcroft
73594203,Castillo Necromeham
74642782,Lechería de Charenley
75691365,El Viejo Hogar de Hearthhart
76739950,Huerto de Kingcroft
77788528,Yunque de Ebonarm
78837111,Mansión Greening
79885691,Cromshire
80934271,La Cabaña de Woodsley
81983783,Cathlech
83032363,Salón Woodborne
84080944,Huerto de Coppersley
85129544,Eastshire
86178123,Refugio La Daga Desafortunada
87226704,Las Tumbas de Wickhart
88275292,Árbol Plañidero de Akatosh
89324820,Tuncart
90373406,El Cementerio de Ashsly
91421984,Ídolo Silencioso de Akatosh
92470567,El Viejo Hogar de Belladyn
93519147,La Fortaleza de Woodford
94567734,Pub El Cervatillo Sucio
95616317,Lamwold
96664897,La Guardia de Dunyval
97713481,Longworth
98762059,Graybrugh
99810642,La Cabaña de Ashhart
100860142,Bosque de Baelshire
101908726,La Choza de la Vieja Vyctyrrya
102957313,Mansión Gaerston
104005899,El Cementerio de Gaerfield
105054497,Páramo de Reyford
106103083,Aldea de Arkham
107152615,Ruinas del Viejo Hogar de Evelona
108201197,Upwych
109249777,Graybrone
110298365,Holwick
111346945,La Vieja Choza de Yeomcroft
112395543,El Tugurio de la Vieja Carolyn
113444123,Kirkmarket
114492704,Granja de la Vieja Barborya
115541284,La Plantación Wicksley
116590791,Granja Gaersmith
117639392,Aldlech
118687997,Longmarket
119737523,Ruinas del Huerto de Hawksmith
120786113,Knightsbrugh
121834701,Fin de Longhope
122883285,Taming
123931880,Warway
124980460,Reymont
126029039,Brezal de Tunley
127078553,El Baluarte de Kinging
128127133,Las Tumbas de Copperston
129175718,Oráculo Silencioso de Akatosh
130224303,Ascensión Cantarina de Akatosh
131272891,Redentor Bendito de Akatosh
132321498,El Viejo Hogar de Wooding
133370077,La Torre de Greenton
134419594,La Choza de la Vieja Carolabyth
135468180,La Choza de la Vieja Vyctayne
136516769,Mansión Gaerwing
137565351,La Choza de la Vieja Lysyssa
138613934,Longidge
139662518,Monumento a Divad
140712055,La Torre de Uthyrick
141760633,Brezal de Eastborne
142809215,Broadbeth
143857793,El Aquelarre de Elyrrya
144906373,Mansión Buckingham
145954983,La Tumba de Darkulyth
147003561,La Guarida de Morobezzar
148052140,Whitebridge
149101655,Granja Greenford
150150237,Hondonada de Newtown
151198821,Westville
152247409,La Cabaña de Gaerston
153296026,Gothidge
154345525,Amanecer Infinito de Akatosh
155394105,Granja de la Vieja Morgona
156442703,La Plantación Woodham
157491293,Grimworth
158539899,Crossdale
159588477,Catedral de Reybrugh
160637993,El Tugurio de la Vieja Vannyssa
161686571,Granja de la Vieja Elorya
162735155,La Plantación Hearthsly
163783755,Santuario de Q'Olwen
164832360,Deerlech
165880941,Estrella Plañidera de Akatosh
166930441,Ruinas del Viejo Tugurio de Wicking
167979029,Redentor Eterno de Akatosh
169027609,Huerto de Hawking
170076190,Campo de Westwark
171124769,Cathhope
172173360,Salón Fonthope
173221943,El Viejo Tugurio de Buckingsmith
174270529,Catedral de Warlech
175319112,Baelton
176367698,Kirktry
177416280,Las Tumbas de Masterhart
178465785,Las Criptas de Moorton
179514382,Corte de Arkwold
180562965,Granja de la Vieja Vyctyrrya
181611547,Jardín de Longham
182660130,El Baluarte de Buckington
183708722,La Guardia de Masterham
184757303,Vantale
185805891,Ripley
186855391,Stokmore
187903975,La Cábala de Evelyna
188952553,Campo de Baelborne
190001152,Distrito de Longley
191049734,Taberna El Grifo Rojo
192098317,Ruinas del Viejo Tugurio de Kingford
193146913,Yunque de Ebonarm
194195496,Hostal La Guardia Aulladora
195244080,La Alquería Mastering
196293570,El Foso de Asmerah
197342157,Corte de Aldingwych
198390740,Hondonada de Charenidge
199439318,Lamwark
200487896,La Alquería Kingham
201536486,Blackwell
202585086,El Cementerio de Masterton
203633664,Salón Woodwing
204682242,La Alquería Woodton
205730835,Chargate
206779413,Monumento al Sabio
207828003,La Alquería Hearthfield
208877456,Salón Ashing
209926063,Santuario de Mai
210974661,La Choza de la Vieja Vannyna
212023248,La Choza de la Vieja Chrystyn
213071830,El Cementerio de Gaering
214120417,Yeihoth
215169004,Huerto de Coppercroft
216217590,Crossvale
217266176,Arkwold
218315667,Corte de Holbeth
219364250,Cárcel de Bedastyr
220412830,Crossbury
221461408,La Fortaleza de Hearthsmith
222509986,Crosstale
223558587,Mansión Hawkcroft
224607185,Distrito de Midwall
225655770,La Fortaleza de Hearthcroft
226704357,Colina de Horcester
227752947,Mansión Yeomsley
228802431,Vanway
229851012,Trogker
230899598,Holbrone
231948180,Granja Ashsley
232996764,Broaddale
234045372,Mansión Mastering
235093951,Brezal de Westwall
236142543,Santuario de Bandi
237191123,El Viejo Tugurio de Moorcroft
238239703,Mansión Copperhouse
239288286,Chesterwall
240337740,Newbeth
241386320,El Nido de Dagubith
242434899,La Excavación de Dunard
243483480,Ruinas del Viejo Tugurio de Hawkford
244532058,Granja de la Vieja Gwynolda
245580641,Holing
246629220,Hondonada de Ipswark
247677802,La Catedral de Gerulasulla
248726383,Chestervale
249774991,Estrella Juvilosa de Akatosh
250823579,Vidente Infinito de Akatosh
251872169,Pub El Topo y la Mazmorra
252920749,Penlech
253969327,Charentry
255017905,La Fortaleza de Greencroft
256066484,La Cabaña de Woodwing
257115065,Tricerrath
258163649,La Fortaleza de Woodsley
259213104,Distrito de Tunwall
260261701,Las Tumbas de Greenham
261310286,El Cementerio de Moorston
262358868,Warmore
263407472,El Viejo Hogar de Buckinghouse
264456050,Hostal El Perro Rojo
265504645,Arkidge
266553235,Refugio El Foso de Plata
267601827,La Ciudadela de Hearthhart
268650405,Las Tumbas de Hearthing
269699862,La Fortaleza de Ashford
270748454,Mansión Hearthsmith
271797032,Tunbrugh
272845610,Gallomont
273894212,Longmont
274942800,Campo de Deertown
275991389,Knightswark
277039979,Vantown
278088559,Upcester
279137141,Comunas de Knightsham
280185737,Ruinas de la Mansión Moorton
281234328,La Fortaleza de Hawkhouse
282283797,Merwood
283332376,La Alquería Wickham
284380959,El Tugurio de la Vieja Belladolda
285429545,La Plantación Hawksly
286478144,Tamgate
287526734,Granja de la Vieja Gwynara
288575321,Palacio Woodsmith
289623903,Posada El Escorpión Desafortunado
290672486,Distrito de Warhead
291721080,Huerto de Ashford
292769660,Bosque de Charmont
293818238,Distrito de Oxvale
294867704,Santuario de Ephen
295916307,Crombeth
296964886,Castillo Lithovion
298013466,La Tradición de Lysabyth
299062044,Estrella Sagrada de Akatosh
